"No.","Time","Source","Destination","Protocol","Length","Info"
"417","132.023756","142.104.100.111","192.168.1.164","TCP","1514","80  >  1217 [ACK] Seq=845 Ack=655 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"418","132.023803","192.168.1.164","142.104.100.111","TCP","54","1217  >  80 [RST, ACK] Seq=656 Ack=2305 Win=0 Len=0"
"419","132.028413","142.104.100.111","192.168.1.164","TCP","1514","80  >  1217 [ACK] Seq=2305 Ack=656 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"420","132.028891","142.104.100.111","192.168.1.164","HTTP","317","HTTP/1.1 200 OK  (text/html)"
"421","132.029282","142.104.100.111","192.168.1.164","TCP","60","80  >  1217 [FIN, ACK] Seq=4028 Ack=656 Win=7504 Len=0"
"422","132.082853","192.168.1.164","142.104.100.111","TCP","62","1218  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"423","132.121354","142.104.100.111","192.168.1.164","TCP","62","80  >  1218 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"424","132.121420","192.168.1.164","142.104.100.111","TCP","54","1218  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"425","132.121561","192.168.1.164","142.104.100.111","HTTP","420","GET /~wkui/Wu-photo.jpg HTTP/1.1 "
"426","132.129181","142.104.100.111","192.168.1.164","TCP","60","80  >  1218 [ACK] Seq=1 Ack=367 Win=6432 Len=0"
"427","132.139616","142.104.100.111","192.168.1.164","TCP","327","80  >  1218 [PSH, ACK] Seq=1 Ack=367 Win=6432 Len=273 [TCP segment of a reassembled PDU]"
"428","132.139730","192.168.1.164","142.104.100.111","TCP","54","1218  >  80 [FIN, ACK] Seq=367 Ack=274 Win=17247 Len=0"
"429","132.142490","142.104.100.111","192.168.1.164","TCP","1514","80  >  1218 [ACK] Seq=274 Ack=367 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"430","132.142535","192.168.1.164","142.104.100.111","TCP","54","1218  >  80 [RST, ACK] Seq=368 Ack=1734 Win=0 Len=0"
"431","132.167695","142.104.100.111","192.168.1.164","HTTP","1290","HTTP/1.1 200 OK  (JPEG JFIF image)"
"432","132.168033","142.104.100.111","192.168.1.164","TCP","60","80  >  1218 [FIN, ACK] Seq=2970 Ack=368 Win=6432 Len=0"
"433","139.573732","192.168.1.164","142.104.100.111","TCP","62","1219  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"434","139.576275","142.104.100.111","192.168.1.164","TCP","62","80  >  1219 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"435","139.576298","192.168.1.164","142.104.100.111","TCP","54","1219  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"436","139.576377","192.168.1.164","142.104.100.111","HTTP","580","GET /~wkui/paper.html HTTP/1.1 "
"437","139.580204","142.104.100.111","192.168.1.164","TCP","60","80  >  1219 [ACK] Seq=1 Ack=527 Win=6432 Len=0"
"438","139.584765","142.104.100.111","192.168.1.164","HTTP","223","HTTP/1.1 304 Not Modified "
"439","139.720112","192.168.1.164","142.104.100.111","TCP","54","1219  >  80 [ACK] Seq=527 Ack=170 Win=17351 Len=0"
"440","142.139110","192.168.1.164","142.104.100.111","HTTP","601","GET /%7Ewkui/research/WINET.pdf HTTP/1.1 "
"441","142.223210","142.104.100.111","192.168.1.164","HTTP","223","HTTP/1.1 304 Not Modified "
"442","142.323844","192.168.1.164","142.104.100.111","TCP","54","1219  >  80 [ACK] Seq=1074 Ack=339 Win=17182 Len=0"
"443","152.046552","192.168.1.164","142.104.100.111","HTTP","520","GET /%7Ewkui/research/CryptoAnalysis.pdf HTTP/1.1 "
"444","152.060702","142.104.100.111","192.168.1.164","TCP","336","80  >  1219 [PSH, ACK] Seq=339 Ack=1540 Win=8752 Len=282 [TCP segment of a reassembled PDU]"
"445","152.069675","142.104.100.111","192.168.1.164","TCP","1514","80  >  1219 [ACK] Seq=621 Ack=1540 Win=8752 Len=1460 [TCP segment of a reassembled PDU]"
"446","152.069695","192.168.1.164","142.104.100.111","TCP","54","1219  >  80 [ACK] Seq=1540 Ack=2081 Win=17520 Len=0"
"447","152.076927","142.104.100.111","192.168.1.164","TCP","1514","80  >  1219 [ACK] Seq=2081 Ack=1540 Win=8752 Len=1460 [TCP segment of a reassembled PDU]"
"448","152.078416","142.104.100.111","192.168.1.164","TCP","1514","80  >  1219 [ACK] Seq=3541 Ack=1540 Win=8752 Len=1460 [TCP segment of a reassembled PDU]"
"449","152.078446","192.168.1.164","142.104.100.111","TCP","54","1219  >  80 [ACK] Seq=1540 Ack=5001 Win=17520 Len=0"
"450","152.079792","142.104.100.111","192.168.1.164","TCP","1514","80  >  1219 [ACK] Seq=5001 Ack=1540 Win=8752 Len=1460 [TCP segment of a reassembled PDU]"
"451","152.083502","192.168.1.164","142.104.100.111","TCP","54","1219  >  80 [RST, ACK] Seq=1540 Ack=6461 Win=0 Len=0"
"452","152.086303","142.104.100.111","192.168.1.164","TCP","1514","80  >  1219 [ACK] Seq=6461 Ack=1540 Win=8752 Len=1460 [TCP segment of a reassembled PDU]"
"453","152.087761","142.104.100.111","192.168.1.164","TCP","1514","80  >  1219 [ACK] Seq=7921 Ack=1540 Win=8752 Len=1460 [TCP segment of a reassembled PDU]"
"454","152.089131","142.104.100.111","192.168.1.164","TCP","1514","80  >  1219 [ACK] Seq=9381 Ack=1540 Win=8752 Len=1460 [TCP segment of a reassembled PDU]"
"455","152.103341","192.168.1.164","142.104.100.111","TCP","62","1220  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"456","152.108395","142.104.100.111","192.168.1.164","TCP","62","80  >  1220 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"457","152.108452","192.168.1.164","142.104.100.111","TCP","54","1220  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"458","152.108622","192.168.1.164","142.104.100.111","HTTP","395","GET /%7Ewkui/research/CryptoAnalysis.pdf HTTP/1.1 "
"459","152.111814","142.104.100.111","192.168.1.164","TCP","60","80  >  1220 [ACK] Seq=1 Ack=342 Win=6432 Len=0"
"460","152.116031","142.104.100.111","192.168.1.164","TCP","391","80  >  1220 [PSH, ACK] Seq=1 Ack=342 Win=6432 Len=337 [TCP segment of a reassembled PDU]"
"461","152.119143","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=338 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"462","152.119178","192.168.1.164","142.104.100.111","TCP","54","1220  >  80 [ACK] Seq=342 Ack=1798 Win=17520 Len=0"
"463","152.125149","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=1798 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"464","152.127603","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=3258 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"465","152.127620","192.168.1.164","142.104.100.111","TCP","54","1220  >  80 [ACK] Seq=342 Ack=4718 Win=17520 Len=0"
"466","152.129195","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=4718 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"467","152.135179","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=6178 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"468","152.135219","192.168.1.164","142.104.100.111","TCP","54","1220  >  80 [ACK] Seq=342 Ack=7638 Win=17520 Len=0"
"469","152.136540","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=7638 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"470","152.137925","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=9098 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"471","152.137943","192.168.1.164","142.104.100.111","TCP","54","1220  >  80 [ACK] Seq=342 Ack=10558 Win=17520 Len=0"
"472","152.143158","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [PSH, ACK] Seq=10558 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"473","152.144643","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=12018 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"474","152.144663","192.168.1.164","142.104.100.111","TCP","54","1220  >  80 [ACK] Seq=342 Ack=13478 Win=17520 Len=0"
"475","152.146121","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=13478 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"476","152.147507","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=14938 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"477","152.147524","192.168.1.164","142.104.100.111","TCP","54","1220  >  80 [ACK] Seq=342 Ack=16398 Win=17520 Len=0"
"478","152.149326","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [PSH, ACK] Seq=16398 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"479","152.151149","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=17858 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"480","152.151170","192.168.1.164","142.104.100.111","TCP","54","1220  >  80 [ACK] Seq=342 Ack=19318 Win=17520 Len=0"
"481","152.152311","192.168.1.164","142.104.100.111","TCP","54","1220  >  80 [RST, ACK] Seq=342 Ack=19318 Win=0 Len=0"
"482","152.153219","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=19318 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"483","152.154615","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=20778 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"484","152.156359","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=22238 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"485","152.158185","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=23698 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"486","152.159583","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=25158 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"487","152.161101","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [PSH, ACK] Seq=26618 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"488","152.162547","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=28078 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"489","152.164062","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=29538 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"490","152.165520","142.104.100.111","192.168.1.164","TCP","1514","80  >  1220 [ACK] Seq=30998 Ack=342 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"491","152.178322","192.168.1.164","142.104.100.111","TCP","62","1221  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"492","152.181366","142.104.100.111","192.168.1.164","TCP","62","80  >  1221 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"493","152.181388","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"494","152.181461","192.168.1.164","142.104.100.111","HTTP","367","GET /%7Ewkui/research/CryptoAnalysis.pdf HTTP/1.1 "
"495","152.184810","142.104.100.111","192.168.1.164","TCP","60","80  >  1221 [ACK] Seq=1 Ack=314 Win=6432 Len=0"
"496","152.189245","142.104.100.111","192.168.1.164","TCP","481","80  >  1221 [PSH, ACK] Seq=1 Ack=314 Win=6432 Len=427 [TCP segment of a reassembled PDU]"
"497","152.196387","142.104.100.111","192.168.1.164","TCP","1156","80  >  1221 [PSH, ACK] Seq=428 Ack=314 Win=6432 Len=1102 [TCP segment of a reassembled PDU]"
"498","152.196402","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [ACK] Seq=314 Ack=1530 Win=17520 Len=0"
"499","152.202623","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=1530 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"500","152.204394","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=2990 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"501","152.204415","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [ACK] Seq=314 Ack=4450 Win=17520 Len=0"
"502","152.205915","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=4450 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"503","152.211708","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=5910 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"504","152.211777","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [ACK] Seq=314 Ack=7370 Win=17520 Len=0"
"505","152.214118","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=7370 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"506","152.215580","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=8830 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"507","152.215641","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [ACK] Seq=314 Ack=10290 Win=17520 Len=0"
"508","152.232836","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [PSH, ACK] Seq=10290 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"509","152.234293","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=11750 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"510","152.234321","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [ACK] Seq=314 Ack=13210 Win=17520 Len=0"
"511","152.236825","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=13210 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"512","152.247290","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=14670 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"513","152.247342","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [ACK] Seq=314 Ack=16130 Win=17520 Len=0"
"514","152.249706","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [PSH, ACK] Seq=16130 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"515","152.250868","142.104.100.111","192.168.1.164","TCP","1215","80  >  1221 [PSH, ACK] Seq=17590 Ack=314 Win=6432 Len=1161 [TCP segment of a reassembled PDU]"
"516","152.250887","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [ACK] Seq=314 Ack=18751 Win=17520 Len=0"
"517","152.270039","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=18751 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"518","152.271457","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=20211 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"519","152.271483","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [ACK] Seq=314 Ack=21671 Win=17520 Len=0"
"520","152.272891","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=21671 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"521","152.295255","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=23131 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"522","152.295308","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [ACK] Seq=314 Ack=24591 Win=17520 Len=0"
"523","152.297919","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=24591 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"524","152.299445","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [PSH, ACK] Seq=26051 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"525","152.299469","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [ACK] Seq=314 Ack=27511 Win=17520 Len=0"
"526","152.300955","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=27511 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"527","152.302177","142.104.100.111","192.168.1.164","TCP","101","80  >  1221 [PSH, ACK] Seq=28971 Ack=314 Win=6432 Len=47 [TCP segment of a reassembled PDU]"
"528","152.302192","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [ACK] Seq=314 Ack=29018 Win=17520 Len=0"
"529","152.302530","142.104.100.111","192.168.1.164","HTTP","79","HTTP/1.1 206 Partial Content  (application/pdf) (application/pdf) (application/pdf)"
"530","152.438383","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [ACK] Seq=314 Ack=29043 Win=17495 Len=0"
"531","156.642454","192.168.1.164","142.104.100.111","HTTP","273","GET /%7Ewkui/research/CryptoAnalysis.pdf HTTP/1.1 "
"532","156.649537","142.104.100.111","192.168.1.164","TCP","335","80  >  1221 [PSH, ACK] Seq=29043 Ack=533 Win=7504 Len=281 [TCP segment of a reassembled PDU]"
"533","156.649771","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [FIN, ACK] Seq=533 Ack=29324 Win=17214 Len=0"
"534","156.652105","192.168.1.164","142.104.100.111","TCP","62","1222  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"535","156.652533","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=29324 Ack=533 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"536","156.652565","192.168.1.164","142.104.100.111","TCP","54","1221  >  80 [RST, ACK] Seq=534 Ack=30784 Win=0 Len=0"
"537","156.656220","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=30784 Ack=534 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"538","156.657580","142.104.100.111","192.168.1.164","TCP","1514","80  >  1221 [ACK] Seq=32244 Ack=534 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"539","156.657820","142.104.100.111","192.168.1.164","TCP","62","80  >  1222 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"540","156.657859","192.168.1.164","142.104.100.111","TCP","54","1222  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"541","156.658084","192.168.1.164","142.104.100.111","HTTP","396","GET /%7Ewkui/research/CryptoAnalysis.pdf HTTP/1.1 "
"542","156.661422","142.104.100.111","192.168.1.164","TCP","60","80  >  1222 [ACK] Seq=1 Ack=343 Win=6432 Len=0"
"543","156.665618","142.104.100.111","192.168.1.164","TCP","392","80  >  1222 [PSH, ACK] Seq=1 Ack=343 Win=6432 Len=338 [TCP segment of a reassembled PDU]"
"544","156.668751","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=339 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"545","156.668776","192.168.1.164","142.104.100.111","TCP","54","1222  >  80 [ACK] Seq=343 Ack=1799 Win=17520 Len=0"
"546","156.674746","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=1799 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"547","156.676220","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=3259 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"548","156.676238","192.168.1.164","142.104.100.111","TCP","54","1222  >  80 [ACK] Seq=343 Ack=4719 Win=17520 Len=0"
"549","156.677739","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=4719 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"550","156.683741","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=6179 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"551","156.683758","192.168.1.164","142.104.100.111","TCP","54","1222  >  80 [ACK] Seq=343 Ack=7639 Win=17520 Len=0"
"552","156.685145","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=7639 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"553","156.686876","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=9099 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"554","156.686903","192.168.1.164","142.104.100.111","TCP","54","1222  >  80 [ACK] Seq=343 Ack=10559 Win=17520 Len=0"
"555","156.691338","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [PSH, ACK] Seq=10559 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"556","156.692714","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=12019 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"557","156.692734","192.168.1.164","142.104.100.111","TCP","54","1222  >  80 [ACK] Seq=343 Ack=13479 Win=17520 Len=0"
"558","156.694179","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=13479 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"559","156.697832","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=14939 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"560","156.697851","192.168.1.164","142.104.100.111","TCP","54","1222  >  80 [ACK] Seq=343 Ack=16399 Win=17520 Len=0"
"561","156.701427","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [PSH, ACK] Seq=16399 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"562","156.703941","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=17859 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"563","156.703958","192.168.1.164","142.104.100.111","TCP","54","1222  >  80 [ACK] Seq=343 Ack=19319 Win=17520 Len=0"
"564","156.705402","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=19319 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"565","156.706064","192.168.1.164","142.104.100.111","TCP","54","1222  >  80 [RST, ACK] Seq=343 Ack=20779 Win=0 Len=0"
"566","156.707138","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=20779 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"567","156.710311","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=22239 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"568","156.711769","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=23699 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"569","156.713204","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=25159 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"570","156.714581","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [PSH, ACK] Seq=26619 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"571","156.715616","192.168.1.164","142.104.100.111","TCP","62","1223  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"572","156.716070","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=28079 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"573","156.717791","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=29539 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"574","156.719226","142.104.100.111","192.168.1.164","TCP","1514","80  >  1222 [ACK] Seq=30999 Ack=343 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"575","156.719450","142.104.100.111","192.168.1.164","TCP","62","80  >  1223 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"576","156.719476","192.168.1.164","142.104.100.111","TCP","54","1223  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"577","156.719549","192.168.1.164","142.104.100.111","HTTP","367","GET /%7Ewkui/research/CryptoAnalysis.pdf HTTP/1.1 "
"578","156.722890","142.104.100.111","192.168.1.164","TCP","60","80  >  1223 [ACK] Seq=1 Ack=314 Win=6432 Len=0"
"579","156.727347","142.104.100.111","192.168.1.164","TCP","481","80  >  1223 [PSH, ACK] Seq=1 Ack=314 Win=6432 Len=427 [TCP segment of a reassembled PDU]"
"580","156.729158","142.104.100.111","192.168.1.164","TCP","1156","80  >  1223 [PSH, ACK] Seq=428 Ack=314 Win=6432 Len=1102 [TCP segment of a reassembled PDU]"
"581","156.729171","192.168.1.164","142.104.100.111","TCP","54","1223  >  80 [ACK] Seq=314 Ack=1530 Win=17520 Len=0"
"582","156.735219","142.104.100.111","192.168.1.164","TCP","1514","80  >  1223 [ACK] Seq=1530 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"583","156.736750","142.104.100.111","192.168.1.164","TCP","1514","80  >  1223 [ACK] Seq=2990 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"584","156.736777","192.168.1.164","142.104.100.111","TCP","54","1223  >  80 [ACK] Seq=314 Ack=4450 Win=17520 Len=0"
"585","156.738234","142.104.100.111","192.168.1.164","TCP","1514","80  >  1223 [ACK] Seq=4450 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"586","156.743788","142.104.100.111","192.168.1.164","TCP","1514","80  >  1223 [ACK] Seq=5910 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"587","156.743833","192.168.1.164","142.104.100.111","TCP","54","1223  >  80 [ACK] Seq=314 Ack=7370 Win=17520 Len=0"
"588","156.745163","142.104.100.111","192.168.1.164","TCP","1514","80  >  1223 [ACK] Seq=7370 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"589","156.746987","142.104.100.111","192.168.1.164","TCP","1514","80  >  1223 [ACK] Seq=8830 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"590","156.747014","192.168.1.164","142.104.100.111","TCP","54","1223  >  80 [ACK] Seq=314 Ack=10290 Win=17520 Len=0"
"591","156.752288","142.104.100.111","192.168.1.164","TCP","1514","80  >  1223 [PSH, ACK] Seq=10290 Ack=314 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"592","156.753478","142.104.100.111","192.168.1.164","HTTP","1287","HTTP/1.1 206 Partial Content  (application/pdf) (application/pdf) (application/pdf)"
"593","156.753528","192.168.1.164","142.104.100.111","TCP","54","1223  >  80 [ACK] Seq=314 Ack=12983 Win=17520 Len=0"
"594","161.462240","192.168.1.164","142.104.100.111","HTTP","515","GET /~wkui/research/randomCover.pdf HTTP/1.1 "
"595","161.488342","142.104.100.111","192.168.1.164","TCP","336","80  >  1223 [PSH, ACK] Seq=12983 Ack=775 Win=7504 Len=282 [TCP segment of a reassembled PDU]"
